Date,Open,High,Low,Close,Adj Close,Volume
2021-08-21,103.294975,103.294975,103.294975,103.294975,103.294975,0
2021-08-22,103.294975,103.294975,103.294975,103.294975,103.294975,0
2021-08-23,103.420013,103.420013,103.420013,103.420013,103.420013,0
2021-08-24,104.514091,104.514091,104.514091,104.514091,104.514091,0
2021-08-25,104.891365,104.891365,104.891365,104.891365,104.891365,0
2021-08-26,104.893730,104.893730,104.893730,104.893730,104.893730,0
2021-08-27,107.821342,107.821342,107.821342,107.821342,107.821342,0
2021-08-28,108.435127,108.435127,108.435127,108.435127,108.435127,0
2021-08-29,108.435127,108.435127,108.435127,108.435127,108.435127,0
2021-08-30,108.435127,108.435127,108.435127,108.435127,108.435127,0
2021-08-31,114.035553,114.035553,114.035553,114.035553,114.035553,0
2021-09-01,118.259674,118.259674,118.259674,118.259674,118.259674,0
2021-09-02,126.489716,126.489716,126.489716,126.489716,126.489716,0
2021-09-03,132.592285,132.592285,132.592285,132.592285,132.592285,0
2021-09-04,137.471634,137.471634,137.471634,137.471634,137.471634,0
2021-09-05,137.471634,137.471634,137.471634,137.471634,137.471634,0
2021-09-06,137.471634,137.471634,137.471634,137.471634,137.471634,0
2021-09-07,137.471634,137.471634,137.471634,137.471634,137.471634,0
2021-09-08,135.113174,135.113174,135.113174,135.113174,135.113174,0
2021-09-09,146.913269,146.913269,146.913269,146.913269,146.913269,0
2021-09-10,148.408630,148.408630,148.408630,148.408630,148.408630,0
2021-09-11,148.290390,148.290390,148.290390,148.290390,148.290390,0
2021-09-12,148.290390,148.290390,148.290390,148.290390,148.290390,0
2021-09-13,148.290390,148.290390,148.290390,148.290390,148.290390,0
2021-09-14,143.568924,143.568924,143.568924,143.568924,143.568924,0
2021-09-15,138.334915,138.334915,138.334915,138.334915,138.334915,0
2021-09-16,138.918442,138.918442,138.918442,138.918442,138.918442,0
2021-09-17,139.293976,139.293976,139.293976,139.293976,139.293976,0
2021-09-18,139.506485,139.506485,139.506485,139.506485,139.506485,0
2021-09-19,139.506485,139.506485,139.506485,139.506485,139.506485,0
2021-09-20,139.506485,139.506485,139.506485,139.506485,139.506485,0
2021-09-21,139.452896,139.452896,139.452896,139.452896,139.452896,0
2021-09-22,137.387558,137.387558,137.387558,137.387558,137.387558,0
2021-09-23,151.435104,151.435104,151.435104,151.435104,151.435104,0
2021-09-24,152.907135,152.907135,152.907135,152.907135,152.907135,0
2021-09-25,151.354813,151.354813,151.354813,151.354813,151.354813,0
2021-09-26,151.354813,151.354813,151.354813,151.354813,151.354813,0
2021-09-27,151.354813,151.354813,151.354813,151.354813,151.354813,0
2021-09-28,151.955536,151.955536,151.955536,151.955536,151.955536,0
2021-09-29,153.546249,153.546249,153.546249,153.546249,153.546249,0
2021-09-30,153.470413,153.470413,153.470413,153.470413,153.470413,0
2021-10-01,152.089706,152.089706,152.089706,152.089706,152.089706,0
2021-10-02,150.615494,150.615494,150.615494,150.615494,150.615494,0
2021-10-03,150.615494,150.615494,150.615494,150.615494,150.615494,0
2021-10-04,150.615494,150.615494,150.615494,150.615494,150.615494,0
2021-10-05,151.011856,151.011856,151.011856,151.011856,151.011856,0
2021-10-06,147.938522,147.938522,147.938522,147.938522,147.938522,0
2021-10-07,146.007217,146.007217,146.007217,146.007217,146.007217,0
2021-10-08,144.483276,144.483276,144.483276,144.483276,144.483276,0
2021-10-09,141.361160,141.361160,141.361160,141.361160,141.361160,0
2021-10-10,141.361160,141.361160,141.361160,141.361160,141.361160,0
2021-10-11,141.361160,141.361160,141.361160,141.361160,141.361160,0
2021-10-12,134.979156,134.979156,134.979156,134.979156,134.979156,0
2021-10-13,144.000107,144.000107,144.000107,144.000107,144.000107,0
2021-10-14,144.342072,144.342072,144.342072,144.342072,144.342072,0
2021-10-15,146.012726,146.012726,146.012726,146.012726,146.012726,0
2021-10-16,145.631485,145.631485,145.631485,145.631485,145.631485,0
2021-10-17,145.631485,145.631485,145.631485,145.631485,145.631485,0
2021-10-18,145.631485,145.631485,145.631485,145.631485,145.631485,0
2021-10-19,144.226318,144.226318,144.226318,144.226318,144.226318,0
2021-10-20,140.630249,140.630249,140.630249,140.630249,140.630249,0
2021-10-21,146.586716,146.586716,146.586716,146.586716,146.586716,0
2021-10-22,146.282059,146.282059,146.282059,146.282059,146.282059,0
2021-10-23,145.772354,145.772354,145.772354,145.772354,145.772354,0
2021-10-24,145.772354,145.772354,145.772354,145.772354,145.772354,0
2021-10-25,145.772354,145.772354,145.772354,145.772354,145.772354,0
2021-10-26,145.030350,145.030350,145.030350,145.030350,145.030350,0
2021-10-27,145.825104,145.825104,145.825104,145.825104,145.825104,0
2021-10-28,146.428818,146.428818,146.428818,146.428818,146.428818,0
2021-10-29,145.764999,145.764999,145.764999,145.764999,145.764999,0
2021-10-30,147.036606,147.036606,147.036606,147.036606,147.036606,0
2021-10-31,147.036606,147.036606,147.036606,147.036606,147.036606,0
2021-11-01,147.036606,147.036606,147.036606,147.036606,147.036606,0
2021-11-02,146.637756,146.637756,146.637756,146.637756,146.637756,0
2021-11-03,147.723221,147.723221,147.723221,147.723221,147.723221,0
2021-11-04,148.615021,148.615021,148.615021,148.615021,148.615021,0
2021-11-05,148.458664,148.458664,148.458664,148.458664,148.458664,0
2021-11-06,149.377930,149.377930,149.377930,149.377930,149.377930,0
2021-11-07,149.377930,149.377930,149.377930,149.377930,149.377930,0
2021-11-08,149.377930,149.377930,149.377930,149.377930,149.377930,0
2021-11-09,148.690872,148.690872,148.690872,148.690872,148.690872,0
2021-11-10,147.973969,147.973969,147.973969,147.973969,147.973969,0
2021-11-11,143.555954,143.555954,143.555954,143.555954,143.555954,0
2021-11-12,143.586136,143.586136,143.586136,143.586136,143.586136,0
2021-11-13,143.981613,143.981613,143.981613,143.981613,143.981613,0
2021-11-14,143.981613,143.981613,143.981613,143.981613,143.981613,0
2021-11-15,144.277405,144.277405,144.277405,144.277405,144.277405,0
2021-11-16,143.481339,143.481339,143.481339,143.481339,143.481339,0
2021-11-17,142.861313,142.861313,142.861313,142.861313,142.861313,0
2021-11-18,140.398346,140.398346,140.398346,140.398346,140.398346,0
2021-11-19,139.277008,139.277008,139.277008,139.277008,139.277008,0
2021-11-20,137.182541,137.182541,137.182541,137.182541,137.182541,0
2021-11-21,136.669052,136.669052,136.669052,136.669052,136.669052,0
2021-11-22,136.669052,136.669052,136.669052,136.669052,136.669052,0
2021-11-23,136.387146,136.387146,136.387146,136.387146,136.387146,0
2021-11-24,139.410263,139.410263,139.410263,139.410263,139.410263,0
2021-11-25,141.913315,141.913315,141.913315,141.913315,141.913315,0
2021-11-26,141.913315,141.913315,141.913315,141.913315,141.913315,0
2021-11-27,141.765259,141.765259,141.765259,141.765259,141.765259,0
2021-11-28,141.765259,141.765259,141.765259,141.765259,141.765259,0
2021-11-29,141.765259,141.765259,141.765259,141.765259,141.765259,0
2021-11-30,141.655869,141.655869,141.655869,141.655869,141.655869,0
2021-12-01,138.877747,138.877747,138.877747,138.877747,138.877747,0
2021-12-02,138.591949,138.591949,138.591949,138.591949,138.591949,0
2021-12-03,137.883530,137.883530,137.883530,137.883530,137.883530,0
2021-12-04,137.848984,137.848984,137.848984,137.848984,137.848984,0
2021-12-05,137.848984,137.848984,137.848984,137.848984,137.848984,0
2021-12-06,137.848984,137.848984,137.848984,137.848984,137.848984,0
2021-12-07,136.735138,136.735138,136.735138,136.735138,136.735138,0
2021-12-08,135.575668,135.575668,135.575668,135.575668,135.575668,0
2021-12-09,135.557877,135.557877,135.557877,135.557877,135.557877,0
2021-12-10,133.762619,133.762619,133.762619,133.762619,133.762619,0
2021-12-11,133.752762,133.752762,133.752762,133.752762,133.752762,0
2021-12-12,133.752762,133.752762,133.752762,133.752762,133.752762,0
2021-12-13,133.752762,133.752762,133.752762,133.752762,133.752762,0
2021-12-14,134.017426,134.017426,134.017426,134.017426,134.017426,0
2021-12-15,140.012466,140.012466,140.012466,140.012466,140.012466,0
2021-12-16,138.352509,138.352509,138.352509,138.352509,138.352509,0
2021-12-17,138.411667,138.411667,138.411667,138.411667,138.411667,0
2021-12-18,136.263870,136.263870,136.263870,136.263870,136.263870,0
2021-12-19,136.263870,136.263870,136.263870,136.263870,136.263870,0
2021-12-20,136.263870,136.263870,136.263870,136.263870,136.263870,0
2021-12-21,137.022827,137.022827,137.022827,137.022827,137.022827,0
2021-12-22,136.520523,136.520523,136.520523,136.520523,136.520523,0
2021-12-23,130.912430,130.912430,130.912430,130.912430,130.912430,0
2021-12-24,131.459076,131.459076,131.459076,131.459076,131.459076,0
2021-12-25,131.459076,131.459076,131.459076,131.459076,131.459076,0
2021-12-26,131.459076,131.459076,131.459076,131.459076,131.459076,0
2021-12-27,131.459076,131.459076,131.459076,131.459076,131.459076,0
2021-12-28,130.652802,130.652802,130.652802,130.652802,130.652802,0
2021-12-29,128.304993,128.304993,128.304993,128.304993,128.304993,0
2021-12-30,128.829773,128.829773,128.829773,128.829773,128.829773,0
2021-12-31,129.493912,129.493912,129.493912,129.493912,129.493912,0
2022-01-01,127.446121,127.446121,127.446121,127.446121,127.446121,0
2022-01-02,127.446121,127.446121,127.446121,127.446121,127.446121,0
2022-01-03,127.446121,127.446121,127.446121,127.446121,127.446121,0
2022-01-04,128.106613,128.106613,128.106613,128.106613,128.106613,0
2022-01-05,127.540222,127.540222,127.540222,127.540222,127.540222,0
2022-01-06,129.872131,129.872131,129.872131,129.872131,129.872131,0
2022-01-07,127.469513,127.469513,127.469513,127.469513,127.469513,0
2022-01-08,124.518700,124.518700,124.518700,124.518700,124.518700,0
2022-01-09,124.518700,124.518700,124.518700,124.518700,124.518700,0
2022-01-10,124.518700,124.518700,124.518700,124.518700,124.518700,0
2022-01-11,128.003906,128.003906,128.003906,128.003906,128.003906,0
2022-01-12,128.730408,128.730408,128.730408,128.730408,128.730408,0
2022-01-13,127.382507,127.382507,127.382507,127.382507,127.382507,0
2022-01-14,126.832344,126.832344,126.832344,126.832344,126.832344,0
2022-01-15,126.455467,126.455467,126.455467,126.455467,126.455467,0
2022-01-16,126.455467,126.455467,126.455467,126.455467,126.455467,0
2022-01-17,126.455467,126.455467,126.455467,126.455467,126.455467,0
2022-01-18,126.455467,126.455467,126.455467,126.455467,126.455467,0
2022-01-19,126.854851,126.854851,126.854851,126.854851,126.854851,0
2022-01-20,122.922211,122.922211,122.922211,122.922211,122.922211,0
2022-01-21,124.217079,124.217079,124.217079,124.217079,124.217079,0
2022-01-22,123.173843,123.173843,123.173843,123.173843,123.173843,0
2022-01-23,123.173843,123.173843,123.173843,123.173843,123.173843,0
2022-01-24,123.173843,123.173843,123.173843,123.173843,123.173843,0
2022-01-25,117.984261,117.984261,117.984261,117.984261,117.984261,0
2022-01-26,116.580452,116.580452,116.580452,116.580452,116.580452,0
2022-01-27,121.804100,121.804100,121.804100,121.804100,121.804100,0
2022-01-28,120.668945,120.668945,120.668945,120.668945,120.668945,0
2022-01-29,121.790451,121.790451,121.790451,121.790451,121.790451,0
2022-01-30,121.790451,121.790451,121.790451,121.790451,121.790451,0
2022-01-31,121.790451,121.790451,121.790451,121.790451,121.790451,0
2022-02-01,117.217552,117.217552,117.217552,117.217552,117.217552,0
2022-02-02,118.888817,118.888817,118.888817,118.888817,118.888817,0
2022-02-03,122.067490,122.067490,122.067490,122.067490,122.067490,0
2022-02-04,122.681816,122.681816,122.681816,122.681816,122.681816,0
2022-02-05,121.122749,121.122749,121.122749,121.122749,121.122749,0
2022-02-06,124.119240,124.119240,124.119240,124.119240,124.119240,0
2022-02-07,124.586098,124.586098,124.586098,124.586098,124.586098,0
2022-02-08,122.403816,122.403816,122.403816,122.403816,122.403816,0
2022-02-09,120.849266,120.849266,120.849266,120.849266,120.849266,0
2022-02-10,121.825378,121.825378,121.825378,121.825378,121.825378,0
2022-02-11,122.902504,122.902504,122.902504,122.902504,122.902504,0
2022-02-12,122.306992,122.306992,122.306992,122.306992,122.306992,0
2022-02-13,124.297493,124.297493,124.297493,124.297493,124.297493,0
2022-02-14,124.053299,124.053299,124.053299,124.053299,124.053299,0
2022-02-15,123.225098,123.225098,123.225098,123.225098,123.225098,0
2022-02-16,121.805504,121.805504,121.805504,121.805504,121.805504,0
2022-02-17,122.176201,122.176201,122.176201,122.176201,122.176201,0
2022-02-18,122.074875,122.074875,122.074875,122.074875,122.074875,0
2022-02-19,122.113121,122.113121,122.113121,122.113121,122.113121,0
2022-02-20,122.246483,122.246483,122.246483,122.246483,122.246483,0
2022-02-21,122.246483,122.246483,122.246483,122.246483,122.246483,0
2022-02-22,122.421387,122.421387,122.421387,122.421387,122.421387,0
2022-02-23,122.138718,122.138718,122.138718,122.138718,122.138718,0
2022-02-24,121.795509,121.795509,121.795509,121.795509,121.795509,0
2022-02-25,121.753494,121.753494,121.753494,121.753494,121.753494,0
2022-02-26,121.830788,121.830788,121.830788,121.830788,121.830788,0
2022-02-27,121.797661,121.797661,121.797661,121.797661,121.797661,0
2022-02-28,121.406387,121.406387,121.406387,121.406387,121.406387,0
2022-03-01,121.152969,121.152969,121.152969,121.152969,121.152969,0
2022-03-02,122.379005,122.379005,122.379005,122.379005,122.379005,0
2022-03-03,121.799995,121.799995,121.799995,121.799995,121.799995,0
2022-03-04,120.931770,120.931770,120.931770,120.931770,120.931770,0
2022-03-05,119.473625,119.473625,119.473625,119.473625,119.473625,0
2022-03-06,119.473625,119.473625,119.473625,119.473625,119.473625,0
2022-03-07,119.473625,119.473625,119.473625,119.473625,119.473625,0
2022-03-08,120.065521,120.065521,120.065521,120.065521,120.065521,0
2022-03-09,118.307388,118.307388,118.307388,118.307388,118.307388,0
2022-03-10,111.413338,111.413338,111.413338,111.413338,111.413338,0
2022-03-11,115.240387,115.240387,115.240387,115.240387,115.240387,0
2022-03-12,113.967392,113.967392,113.967392,113.967392,113.967392,0
2022-03-13,113.967392,113.967392,113.967392,113.967392,113.967392,0
2022-03-14,113.967392,113.967392,113.967392,113.967392,113.967392,0
2022-03-15,118.464569,118.464569,118.464569,118.464569,118.464569,0
2022-03-16,116.571281,116.571281,116.571281,116.571281,116.571281,0
2022-03-17,114.816193,114.816193,114.816193,114.816193,114.816193,0
2022-03-18,113.524200,113.524200,113.524200,113.524200,113.524200,0
2022-03-19,113.524200,113.524200,113.524200,113.524200,113.524200,0
2022-03-20,113.524200,113.524200,113.524200,113.524200,113.524200,0
2022-03-21,113.278069,113.278069,113.278069,113.278069,113.278069,0
2022-03-22,112.575218,112.575218,112.575218,112.575218,112.575218,0
2022-03-23,113.010536,113.010536,113.010536,113.010536,113.010536,0
2022-03-24,113.415489,113.415489,113.415489,113.415489,113.415489,0
2022-03-25,113.537285,113.537285,113.537285,113.537285,113.537285,0
2022-03-26,114.416527,114.416527,114.416527,114.416527,114.416527,0
2022-03-27,114.416527,114.416527,114.416527,114.416527,114.416527,0
2022-03-28,112.950653,112.950653,112.950653,112.950653,112.950653,0
2022-03-29,113.382813,113.382813,113.382813,113.382813,113.382813,0
2022-03-30,114.280823,114.280823,114.280823,114.280823,114.280823,0
2022-03-31,114.732430,114.732430,114.732430,114.732430,114.732430,0
2022-04-01,115.265266,115.265266,115.265266,115.265266,115.265266,0
2022-04-02,115.265266,115.265266,115.265266,115.265266,115.265266,0
2022-04-03,115.265266,115.265266,115.265266,115.265266,115.265266,0
2022-04-04,113.083626,113.083626,113.083626,113.083626,113.083626,0
2022-04-05,113.524460,113.524460,113.524460,113.524460,113.524460,0
2022-04-06,115.123024,115.123024,115.123024,115.123024,115.123024,0
2022-04-07,114.187691,114.187691,114.187691,114.187691,114.187691,0
2022-04-08,112.994637,112.994637,112.994637,112.994637,112.994637,0
2022-04-09,113.323784,113.323784,113.323784,113.323784,113.323784,0
2022-04-10,113.323784,113.323784,113.323784,113.323784,113.323784,0
2022-04-11,115.484245,115.484245,115.484245,115.484245,115.484245,0
2022-04-12,113.521889,113.521889,113.521889,113.521889,113.521889,0
2022-04-13,115.912628,115.912628,115.912628,115.912628,115.912628,0
2022-04-14,116.214828,116.214828,116.214828,116.214828,116.214828,0
2022-04-15,116.214828,116.214828,116.214828,116.214828,116.214828,0
2022-04-16,116.214828,116.214828,116.214828,116.214828,116.214828,0
2022-04-17,116.214828,116.214828,116.214828,116.214828,116.214828,0
2022-04-18,117.486633,117.486633,117.486633,117.486633,117.486633,0
2022-04-19,120.530945,120.530945,120.530945,120.530945,120.530945,0
2022-04-20,118.174736,118.174736,118.174736,118.174736,118.174736,0
2022-04-21,118.961769,118.961769,118.961769,118.961769,118.961769,0
2022-04-22,118.247299,118.247299,118.247299,118.247299,118.247299,0
2022-04-23,118.247299,118.247299,118.247299,118.247299,118.247299,0
2022-04-24,118.247299,118.247299,118.247299,118.247299,118.247299,0
2022-04-25,118.563942,118.563942,118.563942,118.563942,118.563942,0
2022-04-26,119.313255,119.313255,119.313255,119.313255,119.313255,0
2022-04-27,119.309044,119.309044,119.309044,119.309044,119.309044,0
2022-04-28,119.035988,119.035988,119.035988,119.035988,119.035988,0
2022-04-29,117.792641,117.792641,117.792641,117.792641,117.792641,0
2022-04-30,118.341209,118.341209,118.341209,118.341209,118.341209,0
2022-05-01,118.341209,118.341209,118.341209,118.341209,118.341209,0
2022-05-02,113.639290,113.639290,113.639290,113.639290,113.639290,0
2022-05-03,114.339699,114.339699,114.339699,114.339699,114.339699,0
2022-05-04,115.590050,115.590050,115.590050,115.590050,115.590050,0
2022-05-05,112.920288,112.920288,112.920288,112.920288,112.920288,0
2022-05-06,113.274338,113.274338,113.274338,113.274338,113.274338,0
2022-05-07,113.274338,113.274338,113.274338,113.274338,113.274338,0
2022-05-08,113.274338,113.274338,113.274338,113.274338,113.274338,0
2022-05-09,113.361809,113.361809,113.361809,113.361809,113.361809,0
2022-05-10,113.580276,113.580276,113.580276,113.580276,113.580276,0
2022-05-11,111.999458,111.999458,111.999458,111.999458,111.999458,0
2022-05-12,109.470711,109.470711,109.470711,109.470711,109.470711,0
2022-05-13,113.622292,113.622292,113.622292,113.622292,113.622292,0
2022-05-14,113.666840,113.666840,113.666840,113.666840,113.666840,0
2022-05-15,113.666840,113.666840,113.666840,113.666840,113.666840,0
2022-05-16,114.410034,114.410034,114.410034,114.410034,114.410034,0
2022-05-17,112.628807,112.628807,112.628807,112.628807,112.628807,0
2022-05-18,112.685486,112.685486,112.685486,112.685486,112.685486,0
2022-05-19,111.093979,111.093979,111.093979,111.093979,111.093979,0
2022-05-20,112.854851,112.854851,112.854851,112.854851,112.854851,0
2022-05-21,113.129097,113.129097,113.129097,113.129097,113.129097,0
2022-05-22,113.129097,113.129097,113.129097,113.129097,113.129097,0
2022-05-23,116.247604,116.247604,116.247604,116.247604,116.247604,0
2022-05-24,116.411858,116.411858,116.411858,116.411858,116.411858,0
2022-05-25,115.389816,115.389816,115.389816,115.389816,115.389816,0
2022-05-26,115.485191,115.485191,115.485191,115.485191,115.485191,0
2022-05-27,117.254631,117.254631,117.254631,117.254631,117.254631,0
2022-05-28,117.254631,117.254631,117.254631,117.254631,117.254631,0
2022-05-29,117.254631,117.254631,117.254631,117.254631,117.254631,0
2022-05-30,117.254631,117.254631,117.254631,117.254631,117.254631,0
2022-05-31,117.938293,117.938293,117.938293,117.938293,117.938293,0
2022-06-01,116.824745,116.824745,116.824745,116.824745,116.824745,0
2022-06-02,117.780830,117.780830,117.780830,117.780830,117.780830,0
2022-06-03,117.162422,117.162422,117.162422,117.162422,117.162422,0
2022-06-04,117.162422,117.162422,117.162422,117.162422,117.162422,0
2022-06-05,117.162422,117.162422,117.162422,117.162422,117.162422,0
2022-06-06,116.597404,116.597404,116.597404,116.597404,116.597404,0
2022-06-07,115.896225,115.896225,115.896225,115.896225,115.896225,0
2022-06-08,116.152168,116.152168,116.152168,116.152168,116.152168,0
2022-06-09,116.339905,116.339905,116.339905,116.339905,116.339905,0
2022-06-10,114.651741,114.651741,114.651741,114.651741,114.651741,0
2022-06-11,114.651741,114.651741,114.651741,114.651741,114.651741,0
2022-06-12,114.651741,114.651741,114.651741,114.651741,114.651741,0
2022-06-13,113.381042,113.381042,113.381042,113.381042,113.381042,0
2022-06-14,112.739471,112.739471,112.739471,112.739471,112.739471,0
2022-06-15,112.471603,112.471603,112.471603,112.471603,112.471603,0
2022-06-16,110.515099,110.515099,110.515099,110.515099,110.515099,0
2022-06-17,112.613823,112.613823,112.613823,112.613823,112.613823,0
2022-06-18,112.754135,112.754135,112.754135,112.754135,112.754135,0
2022-06-19,112.754135,112.754135,112.754135,112.754135,112.754135,0
2022-06-20,112.754135,112.754135,112.754135,112.754135,112.754135,0
2022-06-21,111.897736,111.897736,111.897736,111.897736,111.897736,0
2022-06-22,113.804825,113.804825,113.804825,113.804825,113.804825,0
2022-06-23,113.393867,113.393867,113.393867,113.393867,113.393867,0
2022-06-24,113.571594,113.571594,113.571594,113.571594,113.571594,0
2022-06-25,113.521645,113.521645,113.521645,113.521645,113.521645,0
2022-06-26,113.521645,113.521645,113.521645,113.521645,113.521645,0
2022-06-27,113.076668,113.076668,113.076668,113.076668,113.076668,0
2022-06-28,112.133698,112.133698,112.133698,112.133698,112.133698,0
2022-06-29,107.907074,107.907074,107.907074,107.907074,107.907074,0
2022-06-30,108.078461,108.078461,108.078461,108.078461,108.078461,0
2022-07-01,109.434937,109.434937,109.434937,109.434937,109.434937,0
2022-07-02,109.434937,109.434937,109.434937,109.434937,109.434937,0
2022-07-03,109.434937,109.434937,109.434937,109.434937,109.434937,0
2022-07-04,109.434937,109.434937,109.434937,109.434937,109.434937,0
2022-07-05,108.582870,108.582870,108.582870,108.582870,108.582870,0
2022-07-06,108.276535,108.276535,108.276535,108.276535,108.276535,0
2022-07-07,108.226250,108.226250,108.226250,108.226250,108.226250,0
2022-07-08,108.178421,108.178421,108.178421,108.178421,108.178421,0
2022-07-09,108.158440,108.158440,108.158440,108.158440,108.158440,0
2022-07-10,108.158440,108.158440,108.158440,108.158440,108.158440,0
2022-07-11,106.996727,106.996727,106.996727,106.996727,106.996727,0
2022-07-12,105.741402,105.741402,105.741402,105.741402,105.741402,0
2022-07-13,105.344490,105.344490,105.344490,105.344490,105.344490,0
2022-07-14,103.243698,103.243698,103.243698,103.243698,103.243698,0
2022-07-15,101.799728,101.799728,101.799728,101.799728,101.799728,0
2022-07-16,101.834541,101.834541,101.834541,101.834541,101.834541,0
2022-07-17,101.834541,101.834541,101.834541,101.834541,101.834541,0
2022-07-18,100.729240,100.729240,100.729240,100.729240,100.729240,0
2022-07-19,100.714935,100.714935,100.714935,100.714935,100.714935,0
2022-07-20,100.826576,100.826576,100.826576,100.826576,100.826576,0
